group_key,path,size,mtime,experiment
a93c990e435a815c0233b4ba8e8ebfc6,/mnt/12tb-hdd-B/dreamslab-hdd-bkup/sarah/Zhiang_mask_rcnn/mask_rcnn_pytorch/trained_param_eureka_aug_mult/epoch_0027.param,176260941,1669918494,/mnt/12tb-hdd-B/dreamslab-hdd-bkup/sarah/Zhiang_mask_rcnn/mask_rcnn_pytorch/trained_param_eureka_aug_mult
b25a7885216d6b093ea329448b529fcb,/mnt/12tb-hdd-B/zhiang/zhiang_deep_learning/mask_rcnn_pytorch/trained_param_eureka_aug_mult/epoch_0013.param,176260941,1595358255,/mnt/12tb-hdd-B/zhiang/zhiang_deep_learning/mask_rcnn_pytorch/trained_param_eureka_aug_mult
b25a7885216d6b093ea329448b529fcb,/mnt/12tb-hdd-B/dreamslab-hdd-bkup/sarah/Zhiang_mask_rcnn/mask_rcnn_pytorch/trained_param_eureka_aug_mult/epoch_0013.param,176260941,1669918483,/mnt/12tb-hdd-B/dreamslab-hdd-bkup/sarah/Zhiang_mask_rcnn/mask_rcnn_pytorch/trained_param_eureka_aug_mult
2d50297652f2f6fdd64d8939427cb889,/mnt/12tb-hdd-B/zhiang/zhiang_deep_learning/mask_rcnn_pytorch/trained_param_eureka_aug_mult/epoch_0019.param,176260941,1595358266,/mnt/12tb-hdd-B/zhiang/zhiang_deep_learning/mask_rcnn_pytorch/trained_param_eureka_aug_mult
2d50297652f2f6fdd64d8939427cb889,/mnt/12tb-hdd-B/dreamslab-hdd-bkup/sarah/Zhiang_mask_rcnn/mask_rcnn_pytorch/trained_param_eureka_aug_mult/epoch_0019.param,176260941,1669918487,/mnt/12tb-hdd-B/dreamslab-hdd-bkup/sarah/Zhiang_mask_rcnn/mask_rcnn_pytorch/trained_param_eureka_aug_mult
f3767efc22e8849a4c8c222bd24d5061,/mnt/12tb-hdd-B/zhiang/zhiang_deep_learning/mask_rcnn_pytorch/trained_param_eureka_aug_mult/epoch_0007.param,176260941,1595358245,/mnt/12tb-hdd-B/zhiang/zhiang_deep_learning/mask_rcnn_pytorch/trained_param_eureka_aug_mult
f3767efc22e8849a4c8c222bd24d5061,/mnt/12tb-hdd-B/dreamslab-hdd-bkup/sarah/Zhiang_mask_rcnn/mask_rcnn_pytorch/trained_param_eureka_aug_mult/epoch_0007.param,176260941,1669918477,/mnt/12tb-hdd-B/dreamslab-hdd-bkup/sarah/Zhiang_mask_rcnn/mask_rcnn_pytorch/trained_param_eureka_aug_mult
bae546aa7ac7b9cf3d9831038068c938,/mnt/12tb-hdd-B/zhiang/zhiang_deep_learning/mask_rcnn_pytorch/trained_param_eureka_aug_mult/epoch_0018.param,176260941,1595358264,/mnt/12tb-hdd-B/zhiang/zhiang_deep_learning/mask_rcnn_pytorch/trained_param_eureka_aug_mult
bae546aa7ac7b9cf3d9831038068c938,/mnt/12tb-hdd-B/dreamslab-hdd-bkup/sarah/Zhiang_mask_rcnn/mask_rcnn_pytorch/trained_param_eureka_aug_mult/epoch_0018.param,176260941,1669918487,/mnt/12tb-hdd-B/dreamslab-hdd-bkup/sarah/Zhiang_mask_rcnn/mask_rcnn_pytorch/trained_param_eureka_aug_mult
f596fd572a77e46e4b9a0173d811fa5f,/mnt/12tb-hdd-B/zhiang/zhiang_deep_learning/mask_rcnn_pytorch/trained_param_eureka_aug_mult/epoch_0011.param,176260941,1595358252,/mnt/12tb-hdd-B/zhiang/zhiang_deep_learning/mask_rcnn_pytorch/trained_param_eureka_aug_mult
